store_and_fwd_flag,mta_tax,total_amount,extra,ratecodeid,fare_amount,trip_distance,lpep_dropoff_datetime,pickup_longitude,pickup_latitude,vendorid,dropoff_longitude,passenger_count,tolls_amount,trip_type,payment_type,dropoff_latitude,lpep_pickup_datetime,improvement_surcharge,tip_amount
N,0.5,23.79,0.5,1,17,3.51,2016-01-01T00:25:23.000,-73.961677551269531,40.805381774902344,2,-73.925918579101563,1,0,1,1,40.824195861816406,2016-01-01T00:03:45.000,0.3,5.49
N,0.5,7.54,0.5,1,4.5,0.42,2016-01-01T00:25:22.000,-73.978973388671875,40.678440093994141,2,-73.974739074707031,1,0,1,1,40.677570343017578,2016-01-01T00:21:48.000,0.3,1.74
N,0.5,15.36,0.5,1,11.5,2.89,2016-01-01T00:25:00.000,-73.937095642089844,40.819431304931641,2,-73.910011291503906,1,0,1,1,40.801280975341797,2016-01-01T00:13:04.000,0.3,2.56
N,0.5,12.8,0.5,1,11.5,2.66,2016-01-01T00:23:23.000,-73.931472778320313,40.852272033691406,2,-73.912849426269531,1,0,1,2,40.875820159912109,2016-01-01T00:10:11.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.35,2016-01-01T00:25:03.000,-73.830215454101563,40.759544372558594,2,-73.813728332519531,1,0,1,2,40.784297943115234,2016-01-01T00:16:48.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.03,2016-01-01T00:23:50.000,-73.97283935546875,40.693141937255859,2,-73.95635986328125,1,0,1,2,40.675300598144531,2016-01-01T00:13:24.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.77,2016-01-01T00:25:08.000,-73.958297729492188,40.658931732177734,2,-73.965667724609375,1,0,1,2,40.642654418945313,2016-01-01T00:15:54.000,0.3,0
N,0.5,8.3,0.5,1,7,1.02,2016-01-01T00:25:23.000,-73.899169921875,40.745952606201172,2,-73.882621765136719,2,0,1,2,40.74761962890625,2016-01-01T00:16:51.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.31,2016-01-01T00:25:38.000,-73.951576232910156,40.824672698974609,2,-73.938270568847656,1,0,1,2,40.83795166015625,2016-01-01T00:18:08.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.97,2016-01-01T00:24:45.000,-73.942390441894531,40.753963470458984,2,-73.915863037109375,1,0,1,2,40.760166168212891,2016-01-01T00:16:42.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.15,2016-01-01T00:25:02.000,-73.950630187988281,40.785720825195313,2,-73.938140869140625,1,0,1,2,40.800491333007812,2016-01-01T00:21:19.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.42,2016-01-01T00:25:39.000,-73.76263427734375,40.698932647705078,2,-73.801750183105469,5,0,1,1,40.702068328857422,2016-01-01T00:15:46.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.64,2016-01-01T00:24:45.000,-73.967514038085938,40.710906982421875,2,-73.949981689453125,1,0,1,2,40.722393035888672,2016-01-01T00:16:59.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.71,2016-01-01T00:24:49.000,-73.908195495605469,40.753360748291016,2,-73.919235229492187,1,0,1,2,40.759113311767578,2016-01-01T00:20:56.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.67,2016-01-01T00:25:11.000,-73.872421264648438,40.754444122314453,2,-73.856178283691406,1,0,1,2,40.738136291503906,2016-01-01T00:16:53.000,0.3,0
N,0.5,8.16,0.5,1,5.5,0.81,2016-01-01T00:25:37.000,-73.957534790039063,40.713760375976562,2,-73.945175170898437,1,0,1,1,40.712989807128906,2016-01-01T00:20:18.000,0.3,1.36
N,0.5,12.8,0.5,1,11.5,2.96,2016-01-01T00:24:10.000,-73.830520629882812,40.759544372558594,2,-73.885040283203125,1,0,1,2,40.749042510986328,2016-01-01T00:11:18.000,0.3,0
N,0.5,9.96,0.5,1,7,1.36,2016-01-01T00:25:44.000,-73.945938110351563,40.807369232177734,2,-73.961158752441406,1,0,1,1,40.800167083740234,2016-01-01T00:18:06.000,0.3,1.66
N,0.5,16.3,0.5,1,15,3.69,2016-01-01T00:24:50.000,-73.9869384765625,40.690032958984375,2,-73.942718505859375,1,0,1,2,40.663906097412109,2016-01-01T00:08:26.000,0.3,0
N,0.5,24.8,0.5,1,23.5,8.08,2016-01-01T00:25:13.000,-73.944931030273438,40.799945831298828,2,-73.986968994140625,1,0,1,2,40.710323333740234,2016-01-01T00:10:01.000,0.3,0
N,0.5,10.3,0.5,1,9,2.08,2016-01-01T00:25:05.000,-73.94879150390625,40.823570251464844,2,-73.968070983886719,1,0,1,2,40.799789428710938,2016-01-01T00:17:49.000,0.3,0
N,0.5,13.8,0.5,1,12.5,3.11,2016-01-01T00:25:19.000,-73.993331909179687,40.682533264160156,2,-73.980293273925781,1,0,1,2,40.655288696289063,2016-01-01T00:13:01.000,0.3,0
N,0.5,11.3,0.5,1,10,2.18,2016-01-02T00:00:00.000,-73.920646667480469,40.756557464599609,2,-73.890800476074219,6,0,1,2,40.742618560791016,2016-01-01T00:13:38.000,0.3,0
N,0.5,8.5,0.5,1,5.5,0.80,2016-01-01T00:25:47.000,-73.955238342285156,40.720050811767578,2,-73.943214416503906,1,0,1,1,40.718151092529297,2016-01-01T00:19:51.000,0.3,1.7
N,0.5,21.36,0.5,1,16.5,5.16,2016-01-01T00:25:55.000,-73.994064331054688,40.702793121337891,2,-73.979591369628906,1,0,1,1,40.734905242919922,2016-01-01T00:13:25.000,0.3,3.56
N,0.5,9.49,0.5,1,6,1.17,2016-01-01T00:25:41.000,-73.95269775390625,40.714183807373047,2,-73.940826416015625,2,0,1,1,40.725933074951172,2016-01-01T00:20:46.000,0.3,2.19
N,0.5,11.8,0.5,1,10.5,2.49,2016-01-01T00:24:59.000,-73.993949890136719,40.699249267578125,2,-74.016548156738281,1,0,1,2,40.716587066650391,2016-01-01T00:15:11.000,0.3,0
N,0.5,9.96,0.5,1,7,1.23,2016-01-01T00:25:01.000,-73.954269409179688,40.718471527099609,2,-73.95184326171875,1,0,1,1,40.707172393798828,2016-01-01T00:18:05.000,0.3,1.66
N,0.5,21.36,0.5,1,16.5,3.54,2016-01-01T00:25:51.000,-73.957901000976563,40.721797943115234,2,-74.004226684570313,1,0,1,1,40.723472595214844,2016-01-01T00:05:42.000,0.3,3.56
N,0.5,8.3,0.5,1,7,1.24,2016-01-01T00:25:28.000,-73.987342834472656,40.691085815429688,2,-74.001426696777344,1,0,1,2,40.685611724853516,2016-01-01T00:17:29.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.08,2016-01-01T00:24:45.000,-73.9423828125,40.817234039306641,2,-73.95233154296875,2,0,1,2,40.803665161132813,2016-01-01T00:18:51.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.71,2016-01-01T00:24:43.000,-73.830459594726563,40.759479522705078,2,-73.818496704101562,1,0,1,2,40.761367797851563,2016-01-01T00:21:28.000,0.3,0
N,0.5,9.8,0.5,1,8.5,2.16,2016-01-01T00:25:19.000,-73.946418762207031,40.824771881103516,2,-73.940574645996094,1,0,1,2,40.847408294677734,2016-01-01T00:18:41.000,0.3,0
N,0.5,15.3,0.5,1,14,3.08,2016-01-01T00:25:00.000,-73.985305786132812,40.689563751220703,2,-73.959342956542969,1,0,1,2,40.652999877929687,2016-01-01T00:07:40.000,0.3,0
N,0.5,15.38,0.5,1,11,2.78,2016-01-01T00:25:19.000,-73.952865600585938,40.680618286132812,2,-73.958396911621094,3,0,1,1,40.717247009277344,2016-01-01T00:14:50.000,0.3,3.08
N,0.5,10.8,0.5,1,9.5,1.74,2016-01-01T00:25:12.000,-73.949409484863281,40.812591552734375,2,-73.94720458984375,1,0,1,2,40.799671173095703,2016-01-01T00:13:42.000,0.3,0
N,0.5,13.3,0.5,1,12,2.99,2016-01-01T00:25:21.000,-73.958580017089844,40.6817626953125,2,-73.943069458007812,1,0,1,2,40.708126068115234,2016-01-01T00:10:39.000,0.3,0
N,0.5,8.3,0.5,1,7,1.37,2016-01-01T00:25:42.000,-73.980125427246094,40.676296234130859,2,-73.994064331054688,1,0,1,2,40.663616180419922,2016-01-01T00:18:25.000,0.3,0
N,0.5,32.3,0.5,1,31,10.98,2016-01-01T00:25:44.000,-73.952041625976563,40.715377807617188,2,-74.036041259765625,1,0,1,2,40.616607666015625,2016-01-01T00:08:07.000,0.3,0
N,0,5.2,0,5,4,0.00,2016-01-01T00:25:52.000,-73.911521911621094,40.695320129394531,2,-73.911544799804688,1,0,2,1,40.695331573486328,2016-01-01T00:25:46.000,0,1.2
N,0.5,11.76,0.5,1,8.5,1.52,2016-01-01T00:25:04.000,-73.957893371582031,40.721950531005859,2,-73.955177307128906,1,0,1,1,40.709079742431641,2016-01-01T00:14:06.000,0.3,1.96
N,0.5,11.76,0.5,1,8.5,1.94,2016-01-01T00:25:59.000,-73.970527648925781,40.6724853515625,2,-73.993873596191406,1,0,1,1,40.660976409912109,2016-01-01T00:17:46.000,0.3,1.96
N,0.5,13.3,0.5,1,12,2.52,2016-01-01T00:25:15.000,-73.964912414550781,40.683128356933594,2,-73.929534912109375,1,0,1,2,40.686412811279297,2016-01-01T00:09:14.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.16,2016-01-01T00:26:09.000,-73.931182861328125,40.668540954589844,2,-73.9578857421875,1,0,1,1,40.672443389892578,2016-01-01T00:17:04.000,0.3,0
N,0.5,6.3,0.5,1,5,1.00,2016-01-01T00:25:48.000,-73.925209045410156,40.762165069580078,2,-73.926422119140625,1,0,1,2,40.772487640380859,2016-01-01T00:22:16.000,0.3,0
N,0.5,21.3,0.5,1,20,5.56,2016-01-01T00:25:28.000,-73.887596130371094,40.871936798095703,2,-73.899208068847656,1,0,1,2,40.813629150390625,2016-01-01T00:03:06.000,0.3,0
N,0.5,10.3,0.5,1,9,1.84,2016-01-01T00:25:27.000,-73.884567260742188,40.747501373291016,2,-73.878089904785156,1,0,1,2,40.767738342285156,2016-01-01T00:14:59.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.56,2016-01-01T00:24:59.000,-73.907455444335938,40.853782653808594,2,-73.913749694824219,1,0,1,2,40.848888397216797,2016-01-01T00:21:15.000,0.3,0
N,0.5,8.3,0.5,1,7,1.40,2016-01-01T00:25:34.000,-73.890419006347656,40.746192932128906,2,-73.883773803710938,1,0,1,2,40.737144470214844,2016-01-01T00:19:02.000,0.3,0
N,0.5,19.56,0.5,1,15,3.85,2016-01-01T00:26:12.000,-73.952430725097656,40.673553466796875,2,-73.963851928710937,1,0,1,1,40.717899322509766,2016-01-01T00:09:18.000,0.3,3.26
N,0.5,6.8,0.5,1,5.5,0.88,2016-01-01T00:26:17.000,-73.923049926757812,40.755611419677734,2,-73.9151611328125,1,0,1,2,40.766151428222656,2016-01-01T00:21:31.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.03,2016-01-01T00:26:00.000,-73.935226440429687,40.79583740234375,2,-73.9468994140625,1,0,1,2,40.784378051757813,2016-01-01T00:21:24.000,0.3,0
N,0.5,29.8,0.5,1,18.5,5.45,2016-01-01T00:26:05.000,-73.958419799804687,40.721431732177734,2,-73.970748901367188,1,0,1,1,40.751911163330078,2016-01-01T00:08:50.000,0.3,10
N,0.5,7.8,0.5,1,6.5,1.16,2016-01-01T00:25:38.000,-73.9805908203125,40.676296234130859,2,-73.992759704589844,1,0,1,2,40.662010192871094,2016-01-01T00:18:44.000,0.3,0
N,0.5,17.25,0.5,1,12.5,3.11,2016-01-01T00:26:11.000,-73.92572021484375,40.691543579101563,2,-73.962074279785156,1,0,1,1,40.692245483398437,2016-01-01T00:12:36.000,0.3,3.45
N,0.5,14.3,0.5,1,12,2.81,2016-01-01T00:26:22.000,-73.970237731933594,40.672935485839844,2,-73.94635009765625,2,0,1,1,40.647472381591797,2016-01-01T00:13:11.000,0.3,1
N,0.5,4.8,0.5,1,3.5,0.31,2016-01-01T00:25:46.000,-73.876380920410156,40.748508453369141,2,-73.882347106933594,1,0,1,2,40.747894287109375,2016-01-01T00:23:40.000,0.3,0
N,0.5,16.3,0.5,1,13,3.37,2016-01-01T00:26:26.000,-73.985862731933594,40.677715301513672,2,-73.987030029296875,1,0,1,1,40.714420318603516,2016-01-01T00:13:38.000,0.3,2
N,0.5,10.8,0.5,1,9.5,2.00,2016-01-01T00:26:11.000,-73.931991577148437,40.851615905761719,2,-73.907554626464844,1,0,1,2,40.854713439941406,2016-01-01T00:16:17.000,0.3,0
N,0.5,25.56,0.5,1,20,5.76,2016-01-01T00:26:11.000,-73.931556701660156,40.695369720458984,2,-74.010658264160156,1,0,1,1,40.723583221435547,2016-01-01T00:04:29.000,0.3,4.26
N,0.5,8.8,0.5,1,7.5,1.59,2016-01-01T00:26:07.000,-73.92718505859375,40.769596099853516,2,-73.915199279785156,1,0,1,2,40.755546569824219,2016-01-01T00:17:56.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.02,2016-01-01T00:25:34.000,-73.935256958007812,40.795894622802734,2,-73.943634033203125,1,0,1,2,40.786098480224609,2016-01-01T00:21:23.000,0.3,0
N,0.5,11.3,0.5,1,10,2.49,2016-01-01T00:26:10.000,-73.918930053710937,40.743003845214844,2,-73.880355834960938,5,0,1,1,40.745063781738281,2016-01-01T00:16:08.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.93,2016-01-01T00:24:45.000,-73.915573120117188,40.743206024169922,2,-73.8978271484375,1,0,1,2,40.746135711669922,2016-01-01T00:20:11.000,0.3,0
N,0.5,6.3,0.5,1,5,0.96,2016-01-01T00:25:41.000,-73.970649719238281,40.646030426025391,2,-73.961662292480469,1,0,1,2,40.654167175292969,2016-01-01T00:21:48.000,0.3,0
N,0.5,16.3,0.5,1,15,4.27,2016-01-01T00:25:49.000,-73.921554565429688,40.767017364501953,2,-73.885917663574219,1,0,1,2,40.732128143310547,2016-01-01T00:11:39.000,0.3,0
N,0.5,5.3,0.5,1,4,0.28,2016-01-01T00:25:40.000,-73.91436767578125,40.763446807861328,2,-73.912155151367188,1,0,1,2,40.767353057861328,2016-01-01T00:22:47.000,0.3,0
N,0.5,16.8,0.5,1,15.5,4.21,2016-01-01T00:25:53.000,-73.945098876953125,40.808193206787109,2,-73.9522705078125,1,0,1,2,40.769561767578125,2016-01-01T00:10:43.000,0.3,0
N,0.5,10.3,0.5,1,9,1.80,2016-01-01T00:25:27.000,-73.918838500976562,40.743053436279297,2,-73.895980834960938,1,0,1,2,40.734081268310547,2016-01-01T00:15:34.000,0.3,0
N,0.5,12.3,0.5,1,11,1.94,2016-01-01T00:26:03.000,-73.903404235839844,40.745498657226562,2,-73.8665771484375,6,0,1,2,40.747684478759766,2016-01-01T00:10:41.000,0.3,0
N,0.5,9.3,0.5,1,8,1.83,2016-01-01T00:25:56.000,-73.911766052246094,40.851581573486328,2,-73.929862976074219,1,0,1,2,40.854160308837891,2016-01-01T00:18:42.000,0.3,0
N,0.5,17.94,0.5,1,12.5,3.16,2016-01-01T00:26:22.000,-73.950050354003906,40.722408294677734,2,-73.958450317382813,5,0,1,1,40.683097839355469,2016-01-01T00:14:06.000,0.3,4.14
N,0.5,8.3,0.5,1,7,1.47,2016-01-01T00:26:05.000,-73.912117004394531,40.775127410888672,2,-73.920791625976563,1,0,1,2,40.756641387939453,2016-01-01T00:18:36.000,0.3,0
N,0.5,6.3,0.5,1,5,0.83,2016-01-01T00:25:01.000,-73.948333740234375,40.803997039794922,2,-73.956863403320313,1,0,1,2,40.802364349365234,2016-01-01T00:21:15.000,0.3,0
N,0.5,17.3,0.5,1,15,3.51,2016-01-01T00:26:08.000,-73.995140075683594,40.702590942382812,2,-73.951766967773438,1,0,1,1,40.707649230957031,2016-01-01T00:08:28.000,0.3,1
N,0.5,7.3,0.5,1,6,1.35,2016-01-01T00:26:03.000,-73.932037353515625,40.800743103027344,2,-73.941879272460938,6,0,1,2,40.787055969238281,2016-01-01T00:21:16.000,0.3,0
N,0.5,9.96,0.5,1,7,1.25,2016-01-01T00:26:27.000,-73.964851379394531,40.714916229248047,2,-73.949981689453125,1,0,1,1,40.717750549316406,2016-01-01T00:18:34.000,0.3,1.66
N,0.5,7.3,0.5,1,6,1.01,2016-01-01T00:25:57.000,-73.953704833984375,40.807083129882813,2,-73.964195251464844,1,0,1,2,40.797359466552734,2016-01-01T00:20:44.000,0.3,0
N,0.5,10.3,0.5,1,9,2.34,2016-01-01T00:25:35.000,-73.831932067871094,40.759063720703125,2,-73.869796752929688,1,0,1,2,40.757152557373047,2016-01-01T00:18:24.000,0.3,0
N,0.5,11,0.5,1,7.5,1.65,2016-01-01T00:26:16.000,-73.922012329101563,40.755256652832031,2,-73.908134460449219,1,0,1,1,40.774238586425781,2016-01-01T00:18:02.000,0.3,2.2
N,0.5,12.36,0.5,1,9,2.11,2016-01-01T00:26:37.000,-73.961090087890625,40.806835174560547,2,-73.978096008300781,1,0,1,1,40.782890319824219,2016-01-01T00:18:15.000,0.3,2.06
N,0.5,7.8,0.5,1,6.5,1.18,2016-01-01T00:25:26.000,-73.900276184082031,40.746028900146484,2,-73.918365478515625,1,0,1,2,40.740100860595703,2016-01-01T00:19:30.000,0.3,0
N,0.5,11.76,0.5,1,8.5,1.96,2016-01-01T00:26:29.000,-73.959564208984375,40.714176177978516,2,-73.957099914550781,1,0,1,1,40.688381195068359,2016-01-01T00:17:09.000,0.3,1.96
N,0.5,17.16,0.5,1,13,3.57,2016-01-01T00:26:31.000,-73.950729370117188,40.715328216552734,2,-73.979530334472656,1,0,1,1,40.68829345703125,2016-01-01T00:15:29.000,0.3,2.86
N,0.5,24.96,0.5,1,19.5,5.33,2016-01-01T00:26:03.000,-73.984046936035156,40.671760559082031,2,-73.957290649414063,1,0,1,1,40.722446441650391,2016-01-01T00:05:41.000,0.3,4.16
N,0.5,13.8,0.5,1,12.5,3.43,2016-01-01T00:26:12.000,-73.970458984375,40.673164367675781,2,-73.943077087402344,1,0,1,2,40.631965637207031,2016-01-01T00:13:32.000,0.3,0
N,0.5,19.8,0.5,1,18.5,5.83,2016-01-01T00:26:20.000,-73.986717224121094,40.702411651611328,2,-73.994537353515625,1,0,1,2,40.639827728271484,2016-01-01T00:12:25.000,0.3,0
N,0.5,28.34,0.5,1,20.5,6.24,2016-01-01T00:26:17.000,-73.932388305664063,40.857048034667969,2,-73.969779968261719,1,0,1,1,40.79638671875,2016-01-01T00:10:07.000,0.3,6.54
N,0.5,23.76,0.5,1,18.5,5.89,2016-01-01T00:26:27.000,-73.957099914550781,40.745708465576172,2,-73.958244323730469,1,0,1,1,40.721595764160156,2016-01-01T00:08:40.000,0.3,3.96
N,0.5,5.8,0.5,1,4.5,0.55,2016-01-01T00:26:24.000,-73.874595642089844,40.879280090332031,2,-73.880645751953125,5,0,1,2,40.877494812011719,2016-01-01T00:22:59.000,0.3,0
N,0.5,20.3,0.5,1,19,6.15,2016-01-01T00:26:29.000,-73.940505981445313,40.814205169677734,2,-73.898956298828125,1,0,1,1,40.884700775146484,2016-01-01T00:14:30.000,0.3,0
N,0.5,7.54,0.5,1,4.5,0.69,2016-01-01T00:26:29.000,-73.960067749023438,40.68890380859375,2,-73.957427978515625,1,0,1,1,40.696258544921875,2016-01-01T00:23:32.000,0.3,1.74
N,0.5,6.8,0.5,1,5.5,0.79,2016-01-01T00:25:34.000,-73.9696044921875,40.679744720458984,2,-73.979339599609375,1,0,1,2,40.683158874511719,2016-01-01T00:20:26.000,0.3,0
N,0.5,52.8,0,2,52,0.00,2016-01-01T00:27:01.000,-73.952407836914062,40.803550720214844,2,-73.952423095703125,2,0,1,2,40.803501129150391,2016-01-01T00:26:55.000,0.3,0
N,0.5,6.3,0.5,1,5,0.95,2016-01-01T00:25:51.000,-73.921379089355469,40.814098358154297,2,-73.9071044921875,1,0,1,2,40.818386077880859,2016-01-01T00:21:24.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.90,2016-01-01T00:26:39.000,-73.954330444335937,40.811435699462891,2,-73.941650390625,6,0,1,2,40.811916351318359,2016-01-01T00:21:15.000,0.3,0
N,0.5,15.96,0.5,1,12,2.91,2016-01-01T00:26:42.000,-73.96295166015625,40.7191162109375,2,-73.947769165039063,1,0,1,1,40.691780090332031,2016-01-01T00:12:47.000,0.3,2.66
N,0.5,26.8,0.5,1,25.5,8.79,2016-01-01T00:26:09.000,-73.99298095703125,40.702537536621094,2,-73.906364440917969,1,0,1,2,40.768898010253906,2016-01-01T00:13:13.000,0.3,0
N,0.5,6.3,0.5,1,3,0.22,2016-01-01T00:26:41.000,-73.916847229003906,40.757919311523438,2,-73.913375854492188,1,0,1,1,40.756290435791016,2016-01-01T00:25:38.000,0.3,2
N,0.5,9.8,0.5,1,8.5,1.59,2016-01-01T00:26:37.000,-73.851982116699219,40.83404541015625,2,-73.877754211425781,1,0,1,2,40.831138610839844,2016-01-01T00:16:55.000,0.3,0
N,0.5,8.16,0.5,1,5.5,0.63,2016-01-01T00:26:35.000,-73.953460693359375,40.806915283203125,2,-73.948486328125,1,0,1,1,40.80145263671875,2016-01-01T00:21:16.000,0.3,1.36
N,0.5,7.8,0.5,1,6.5,0.99,2016-01-01T00:26:39.000,-73.977508544921875,40.684711456298828,2,-73.984535217285156,1,0,1,2,40.695320129394531,2016-01-01T00:21:00.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.20,2016-01-01T00:26:42.000,-73.884208679199219,40.747726440429688,2,-73.919754028320313,1,0,1,2,40.737983703613281,2016-01-01T00:13:33.000,0.3,0
N,0.5,16.8,0.5,1,15.5,4.47,2016-01-01T00:26:39.000,-73.947059631347656,40.788196563720703,2,-73.97869873046875,1,0,1,1,40.740917205810547,2016-01-01T00:12:51.000,0.3,0
N,0.5,17.3,0.5,1,16,4.53,2016-01-01T00:26:55.000,-73.953079223632812,40.727958679199219,2,-73.981964111328125,1,0,1,2,40.728118896484375,2016-01-01T00:12:28.000,0.3,0
N,0.5,9.36,0.5,1,6.5,1.36,2016-01-01T00:26:57.000,-73.986366271972656,40.669292449951172,2,-73.988677978515625,1,0,1,1,40.68365478515625,2016-01-01T00:21:10.000,0.3,1.56
N,0.5,10.8,0.5,1,9.5,2.37,2016-01-01T00:26:23.000,-73.919723510742187,40.766056060791016,2,-73.924171447753906,1,0,1,2,40.73944091796875,2016-01-01T00:17:31.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.15,2016-01-01T00:25:48.000,-73.904106140136719,40.834213256835938,2,-73.9283447265625,1,0,1,2,40.810188293457031,2016-01-01T00:15:24.000,0.3,0
N,0.5,16.3,0.5,1,15,4.18,2016-01-01T00:26:16.000,-73.980491638183594,40.676338195800781,2,-74.012397766113281,1,0,1,2,40.720447540283203,2016-01-01T00:11:37.000,0.3,0
N,0.5,14.3,0.5,1,13,3.28,2016-01-01T00:26:17.000,-73.965644836425781,40.684524536132812,2,-73.93023681640625,1,0,1,2,40.669696807861328,2016-01-01T00:11:25.000,0.3,0
N,0.5,14.3,0.5,1,13,3.42,2016-01-01T00:26:08.000,-73.988174438476562,40.666934967041016,2,-74.022117614746094,1,0,1,2,40.630847930908203,2016-01-01T00:13:02.000,0.3,0
N,0.5,13.8,0.5,1,12.5,3.58,2016-01-01T00:25:48.000,-73.958938598632813,40.743690490722656,2,-73.961288452148438,1,0,1,2,40.765853881835938,2016-01-01T00:14:26.000,0.3,0
N,0.5,8.3,0.5,1,7,1.58,2016-01-01T00:26:39.000,-73.955764770507813,40.674942016601563,2,-73.959175109863281,1,0,1,2,40.694206237792969,2016-01-01T00:19:18.000,0.3,0
N,0.5,11.76,0.5,1,8.5,2.03,2016-01-01T00:26:27.000,-73.958770751953125,40.681835174560547,2,-73.987152099609375,1,0,1,1,40.68359375,2016-01-01T00:17:57.000,0.3,1.96
N,0.5,8.3,0.5,1,7,1.43,2016-01-01T00:26:39.000,-73.941001892089844,40.788246154785156,2,-73.939796447753906,1,0,1,2,40.802768707275391,2016-01-01T00:20:18.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.62,2016-01-01T00:26:04.000,-73.954277038574219,40.710586547851563,2,-73.951934814453125,1,0,1,2,40.716339111328125,2016-01-01T00:22:52.000,0.3,0
N,0.5,17.76,0.5,1,13.5,3.67,2016-01-01T00:27:01.000,-73.981803894042969,40.679050445556641,2,-74.010162353515625,1,0,1,1,40.70977783203125,2016-01-01T00:14:26.000,0.3,2.96
N,0.5,19.56,0.5,1,15,3.81,2016-01-01T00:27:05.000,-73.927993774414063,40.697837829589844,2,-73.957664489746094,1,0,1,1,40.661972045898437,2016-01-01T00:09:36.000,0.3,3.26
N,0.5,10.79,0.5,1,7,1.56,2016-01-01T00:26:58.000,-73.951339721679688,40.724815368652344,2,-73.940208435058594,1,0,1,1,40.707645416259766,2016-01-01T00:20:29.000,0.3,2.49
N,0.5,16.8,0.5,1,15.5,4.07,2016-01-01T00:26:52.000,-73.983871459960937,40.677722930908203,2,-73.999961853027344,5,0,1,1,40.639762878417969,2016-01-01T00:10:20.000,0.3,0
N,0.5,3.8,0.5,1,2.5,0.14,2016-01-01T00:26:34.000,-73.929389953613281,40.690910339355469,2,-73.926773071289063,1,0,1,2,40.691211700439453,2016-01-01T00:21:12.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.37,2016-01-01T00:26:59.000,-73.918876647949219,40.765766143798828,2,-73.904067993164062,2,0,1,2,40.775619506835938,2016-01-01T00:18:30.000,0.3,0
N,0.5,16.3,0.5,1,15,3.46,2016-01-01T00:26:44.000,-73.988121032714844,40.659549713134766,2,-73.9989013671875,3,0,1,2,40.661891937255859,2016-01-01T00:08:06.000,0.3,0
N,0.5,11.3,0.5,1,10,1.97,2016-01-01T00:26:43.000,-73.987548828125,40.691139221191406,2,-74.011001586914063,1,0,1,2,40.679046630859375,2016-01-01T00:14:47.000,0.3,0
N,0.5,21.8,0.5,1,20.5,5.86,2016-01-01T00:26:37.000,-73.994422912597656,40.702953338623047,2,-73.977279663085938,1,0,1,2,40.742820739746094,2016-01-01T00:06:44.000,0.3,0
N,0.5,9.49,0.5,1,6,1.13,2016-01-01T00:27:08.000,-73.911842346191406,40.775413513183594,2,-73.920707702636719,1,0,1,1,40.763008117675781,2016-01-01T00:21:37.000,0.3,2.19
N,0.5,14.3,0.5,1,13,2.93,2016-01-01T00:26:29.000,-73.940238952636719,40.806255340576172,2,-73.9041748046875,6,0,1,2,40.830570220947266,2016-01-01T00:11:18.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.11,2016-01-01T00:25:33.000,-73.900001525878906,40.743686676025391,2,-73.875373840332031,2,0,1,2,40.756568908691406,2016-01-01T00:14:07.000,0.3,0
N,0.5,15.38,0.5,1,11,2.59,2016-01-01T00:27:07.000,-73.975044250488281,40.674358367919922,2,-73.952629089355469,1,0,1,1,40.652812957763672,2016-01-01T00:14:22.000,0.3,3.08
N,0.5,13.3,0.5,1,12,3.38,2016-01-01T00:26:35.000,-73.863601684570313,40.837734222412109,2,-73.912254333496094,1,0,1,1,40.843101501464844,2016-01-01T00:18:35.000,0.3,0
N,0.5,26.16,0.5,1,20.5,6.60,2016-01-01T00:27:10.000,-73.947319030761719,40.790607452392578,2,-73.985221862792969,1,0,1,1,40.723705291748047,2016-01-01T00:12:15.000,0.3,4.36
N,0.5,9.8,0.5,1,8.5,1.68,2016-01-01T00:27:07.000,-73.895271301269531,40.726108551025391,2,-73.899139404296875,1,0,1,2,40.748001098632813,2016-01-01T00:17:50.000,0.3,0
N,0.5,18.3,0.5,1,17,4.21,2016-01-01T00:26:51.000,-73.989151000976563,40.692386627197266,2,-73.957939147949219,1,0,1,2,40.64471435546875,2016-01-01T00:06:14.000,0.3,0
